ID,Title,Alias,Introtext,Publish Up,Publish Down,Created,hits,Image,Meta Description,Meta Keywords,catid,product_code,ampere,voltage,cells,guaranty,Replacement For :
913,باتری لپ تاپ دل مدل Battery Original Dell D3340,باتری-لپ-تاپ-دل-مدل-battery-original-dell-3340,"<p><strong>باتری لپ تاپ دل مدل  D3340</strong> برای لپ تاپ های سری:</p>
<ul>
<li>Dell Latitude 3340</li>
<li>Dell Latitude 3350</li>
<li>Dell E3340</li>
<li>Dell V131</li>
</ul>
<p> </p>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> دل مدل D3340 شامل <strong>4</strong> <strong>ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ دل مدل D3340  می توانید با کارشناس های ما از طریق شماره ی 02166463720  در تماس باشید .</p>",10/25/2020 20:30,0000-00-00 00:00:00,0777-11-26 20:34:16,1442,IMAGEPATHKH/ce43e0138300eb98aad587492745826b.jpg,,,79,68,5800mAh/65Wh,11.1V,,چهار ماهه نارین,570000
933,باتری لپ تاپ دل مدل Battery Original Dell D7270,باتری-لپ-تاپ-دل-مدل-battery-original-dell-d7270,"<p><strong>باتری لپ تاپ دل مدل D7270</strong> برای لپ تاپ های سری:</p>
<ul>
<li>Dell Latitude 7400</li>
<li>Dell Latitude 7270</li>
<li>Dell E7260</li>
<li>Dell E7270</li>
</ul>
<p> </p>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> دل مدل <strong>D7270</strong> شامل <strong>4</strong> <strong>ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ دل مدل <strong>D7270</strong>  می توانید با کارشناس های ما از طریق شماره ی 02166463720  در تماس باشید .</p>",1399-03-19 20:34:16,0000-00-00 00:00:00,1399-03-19 20:34:16,997,IMAGEPATHKH/ccdc9739c83f032bb1c664f00a4afaf7.jpg,,,79,69,52Wh,7.6V,,چهار ماهه نارین,940000
934,باتری لپ تاپ دل مدل Battery Original Dell D5390,باتری-لپ-تاپ-دل-مدل-battery-original-dell-d5390,"<p><strong>باتری لپ تاپ دل مدل D5390</strong> برای لپ تاپ های سری:</p>
<ul>
<li>Dell Inspiron 13-5390</li>
<li>Dell XPS 9370</li>
<li>Dell XPS 9380</li>
<li>Dell XPS 5390</li>
</ul>
<p> </p>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> دل مدل D5390 شامل <strong>4</strong> <strong>ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ دل مدل D5390  می توانید با کارشناس های ما از طریق شماره ی 02166463720  در تماس باشید .</p>",0777-12-31 20:34:16,0000-00-00 00:00:00,0777-12-31 20:34:16,667,IMAGEPATHKH/159fc61fd0fc009a5ca070136f874aef.jpg,,,79,320,45Wh/5618mAh,7.6V,,چهار ماهه نارین,950000
938,باتری لپ تاپ دل مدل Battery Original Dell D5480,باتری-لپ-تاپ-دل-مدل-battery-original-dell-d5480,"<p><strong>باتری لپ تاپ دل مدل D5480 </strong>برای لپ تاپ های سری:</p>
<ul>
<li>Dell Latitude 5482</li>
<li>Dell Latitude 5488</li>
<li>Dell Vostro 5490</li>
<li>Dell Vostro 5581</li>
<li>Dell Vostro 5590</li>
<li>Dell Inspiron 5582</li>
<li>Dell Inspiron 15 7570</li>
<li>Dell Inspiron 5491</li>
<li>Dell Inspiron 5482</li>
<li>Dell Inspiron 15 7560</li>
<li>Dell Inspiron 15 5584</li>
<li>Dell Inspiron 15 7572</li>
<li>Dell Inspiron 5481</li>
<li>Dell Inspiron 5591</li>
<li>Dell Latitude 3400</li>
<li>Dell Inspiron 7586 </li>
<li>Dell Inspiron 15 7000 </li>
</ul>
<p>پارت نامبر مشابه : YRDD6 , P111G , P116G , P61F , P76F , P78F , P85F , P92G001 , P93G001 </p>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> دل مدل D5480 شامل <strong>4</strong> <strong>ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ دل مدل D5480  می توانید با کارشناس های ما از طریق شماره ی 02166463720  در تماس باشید .</p>",0778-01-04 20:34:16,0000-00-00 00:00:00,0000-00-00 00:00:00,781,IMAGEPATHKH/ed665975b819d9e4bff8f3321152810d.jpg,,,79,321,42Wh,11.4V,,چهار ماهه نارین,1580000
939,باتری لپ تاپ دل مدل Battery Original Dell D3540,باتری-لپ-تاپ-دل-مدل-battery-original-dell-d3540,"<p><strong>باتری لپ تاپ دل مدل  D3540 </strong>برای لپ تاپ های سری:</p>
<ul>
<li>Dell Precision 3540</li>
<li>Dell Precision 15 3540</li>
<li>Dell Precision M3540</li>
<li>Dell Latitude 5401</li>
<li>Dell Latitude 5400</li>
<li>Dell Latitude 5500</li>
</ul>
<p>پارت نامبر مشابه : R8D7N  ,  1V1XF , 4GVMP </p>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> دل مدل D3540  شامل <strong>4</strong> <strong>ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ دل مدل D3540  می توانید با کارشناس های ما از طریق شماره ی 02166463720  در تماس باشید .</p>",0778-01-05 20:34:16,0000-00-00 00:00:00,0778-01-05 20:34:16,418,IMAGEPATHKH/a8d0ef5be4cf3931cfa015ddb11dde9d.jpg,,,79,322,51Wh/4255mAh,11.4V,,چهار ماهه نارین,890000
942,باتری لپ تاپ دل مدل Battery Original Dell D5370,باتری-لپ-تاپ-دل-مدل-battery-original-dell-d5370,"<p><strong>باتری لپ تاپ دل مدل D5370</strong> برای لپ تاپ های سری:</p>
<ul>
<li>Dell Inspiron 13 5370</li>
<li>Dell Inspiron 13 7370</li>
<li>Dell Inspiron 13 7373</li>
<li>Dell Inspiron 13 7380</li>
<li>Dell Inspiron 13 7380</li>
<li>Dell Inspiron 13MF PRO-D5501TS</li>
<li>Dell Inspiron 13MF PRO-D5505TS</li>
<li>Dell Inspiron 13MF PRO-D5701TS</li>
<li>Dell Inspiron 13 7386</li>
</ul>
<p> </p>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> دل مدل  D5370  شامل <strong>4</strong> <strong>ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ دل مدل  D5370  می توانید با کارشناس های ما از طریق شماره ی 02166463720  در تماس باشید .</p>",0778-01-10 20:34:16,0000-00-00 00:00:00,0778-01-10 20:34:16,511,IMAGEPATHKH/c86ae9bf9d69e790910600aa8bced4fe.jpg,,,79,323,38Wh/3166mAh,11.4V,,چهار ماهه نارین,930000
946,باتری لپ تاپ دل مدل Battery Original Dell D5175,باتری-لپ-تاپ-دل-مدل-battery-original-dell-d5175,"<div class=""inlinefaketitle"">
<p><strong>باتری لپ تاپ دل مدل D5175</strong> برای لپ تاپ های سری:</p>
<ul>
<li>Dell Latitude 11 5175</li>
</ul>
<p> پارت نامبر مشابه : XRHWG , VHR5P , RHF3V</p>
<p>این باتری به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> دل مدل D5175 شامل <strong>4</strong> <strong>ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ دل مدل  D5175   می توانید با کارشناس های ما از طریق شماره ی 02166463720  در تماس باشید .</p>
</div>",1399-04-15 20:34:16,0000-00-00 00:00:00,1399-04-15 20:34:16,315,IMAGEPATHKH/2dee5982cbdc2b7b7b3c545e34831370.jpg,,,79,324,4600mAh/35Wh,7.6V,,چهار ماهه نارین,790000
965,باتری لپ تاپ دل مدل Battery Original Dell E5470,باتری-لپ-تاپ-دل-مدل-battery-original-dell-e5470,"<p><strong>باتری لپ تاپ دل مدل E5470</strong> برای لپ تاپ های سری:</p>
<ul>
<li>Dell Latitude E5450</li>
<li>Dell Latitude E5470</li>
<li>Dell Latitude E5550</li>
<li>Dell Latitude E5570</li>
</ul>
<p> پارت نامبر مشابه : ROTMP , R0TMP , 6MT4T , 79VRK , 7V69Y , TXF9M , 07V69Y</p>
<p>این باتری به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> دل مدل E5470 شامل <strong>4</strong> <strong>ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ دل مدل  E5470  می توانید با کارشناس های ما از طریق شماره ی 02166463720  در تماس باشید .</p>",0778-02-24 20:34:16,0000-00-00 00:00:00,0778-02-24 20:34:16,1043,IMAGEPATHKH/8181cbd90df5a1571a01396c2c96d8d0.jpg,,,79,325,62Wh,7.6V,,چهار ماهه نارین,1580000
1044,باتری لپ تاپ دل مدل Battery Original Dell E7300,باتری-لپ-تاپ-دل-مدل-battery-original-dell-e7300,"<p><strong>باتری لپ تاپ دل مدل E7300</strong> برای لپ تاپ های سری:</p>
<ul>
<li>Dell Latitude 13 5300</li>
<li>Dell Latitude 13 7300</li>
<li>Dell Latitude 13 7400</li>
</ul>
<p> پارت نامبر مشابه :  N2K62 , 5VC2M , MXV9V</p>
<p>این باتری به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> دل مدل E7300  شامل <strong>4</strong> <strong>ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ دل مدل  E7300 می توانید با کارشناس های ما از طریق شماره ی 02166463720  در تماس باشید .</p>",1399-11-27 20:34:16,0000-00-00 00:00:00,1399-11-27 20:34:16,104,IMAGEPATHKH/a39a6f25dc4540ba260d65470894f1a3.jpg,,,79,,60Wh/7500mAh,7.6V,,چهار ماهه نارین,1540000
1049,باتری لپ تاپ دل مدل Battery Original Dell D9250,باتری-لپ-تاپ-دل-مدل-battery-original-dell-d9250,"<p><strong>باتری لپ تاپ دل مدل D9250</strong> برای لپ تاپ های سری:</p>
<ul>
<li>Dell Latitude XPS 12 7000</li>
<li>Dell Latitude 12 7275</li>
<li>Dell Latitude XPS 12 9250</li>
<li>Dell Latitude XPS 12 9250 2-in-1</li>
</ul>
<p> پارت نامبر مشابه :  V55D0 , 9TV5X , 7VKV9</p>
<p>این باتری به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> دل مدل <strong>D9250</strong>  شامل <strong>4</strong> <strong>ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ دل مدل  <strong>D9250</strong> می توانید با کارشناس های ما از طریق شماره ی 02166463720  در تماس باشید .</p>",1399-12-09 20:34:16,0000-00-00 00:00:00,1399-12-09 20:34:16,215,IMAGEPATHKH/435f56c3ee714a62eba91b0d67860eb3.jpg,,,79,,30Wh,7.6V,,چهار ماهه نارین,1570000
1081,باتری لپ تاپ دل مدل Battery Original Dell E7410,باتری-لپ-تاپ-دل-مدل-battery-original-dell-e7410,"<p><strong>باتری لپ تاپ دل مدل  E7410</strong> برای لپ تاپ های سری:</p>
<ul>
<li>Dell Latitude E7410</li>
</ul>
<p> پارت نامبر مشابه :  35J09 , Y7HR3 , WY9MP ،  XMV7T ، YJ9RP</p>
<p>این باتری به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> دل مدل  <strong>E7410</strong>  شامل <strong>4</strong> <strong>ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ دل مدل   <strong>E7410</strong> می توانید با کارشناس های ما از طریق شماره ی 02166463720  در تماس باشید .</p>",1400-02-15 20:34:16,0000-00-00 00:00:00,1400-02-15 20:34:16,41,IMAGEPATHKH/31a4faa1393284941a0a77ff3faf2c17.jpg,,,79,,39Wh/3255mAh,11.4V,,چهار ماهه نارین,1630000
1112,باتری لپ تاپ دل مدل Battery Original Dell Latitude 7310,باتری-لپ-تاپ-دل-مدل-battery-original-dell-latitude-7310,"<div class=""inlinefaketitle"">
<p><strong>باتری لپ تاپ دل مدل  E7310</strong> برای لپ تاپ های سری:</p>
<ul>
<li>DELL Latitude E7310</li>
<li>Dell Latitude E7410</li>
</ul>
<p> پارت نامبر مشابه :  XMT81 , T3JWC , HRGYV ،  7CXN6 ، JHT2H</p>
<p>این باتری به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> دل مدل  <strong>E7310</strong>  شامل <strong>4</strong> <strong>ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ دل مدل   <strong>E7310</strong> می توانید با کارشناس های ما از طریق شماره ی 02166463720  در تماس باشید .</p>
</div>",6/15/2021 19:30,0000-00-00 00:00:00,6/15/2021 19:30,27,IMAGEPATHKH/2b6800ed3449797f0570e3909a6130fd.jpg,,,79,,52Wh/6500mAh,7.6V,,چهار ماهه نارین,
1117,باتری لپ تاپ دل مدل Battery Original Dell Latitude E9510,باتری-لپ-تاپ-دل-مدل-battery-original-dell-latitude-e9510,"<div class=""inlinefaketitle"">
<div class=""inlinefaketitle"">
<p><strong>باتری لپ تاپ دل مدل  E9510</strong> برای لپ تاپ های سری:</p>
<ul>
<li>DELLLatitude 15 9510</li>
</ul>
<p> پارت نامبر مشابه :  0HYMNG , 089GNG , HRGYV ،  TVKGH ، N7HT0</p>
<p>این باتری به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> دل مدل  <strong>E9510</strong>  شامل <strong>4</strong> <strong>ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ دل مدل   <strong>E9510</strong> می توانید با کارشناس های ما از طریق شماره ی 02166463720  در تماس باشید .</p>
</div>
</div>",6/20/2021 19:30,0000-00-00 00:00:00,6/20/2021 19:30,18,IMAGEPATHKH/c117827dcb434d781be62e3d9512c6d2.jpg,,,79,,52Wh/6500mAh,7.6V,,چهار ماهه نارین,
689,باتری لپ تاپ ایسر مدل Battery Orginal Acer Aspire 5742,باتری-لپ-تاپ-ایسر-مدل-battery-orginal-acer-aspire-5742,"<p><strong>باتری لپ تاپ ایسر مدل  Aspire 5742</strong> برای لپ تاپ های سری:</p>
<ul>
<li>Acer Aspire 5741G</li>
<li>Acer Aspire 5742G</li>
<li>Acer Aspire 4771G</li>
<li>Acer Aspire MS2290</li>
<li>Acer Aspire MS2307</li>
<li>Acer Aspire V3-771G</li>
<li>Acer Aspire V3-551G</li>
<li>Acer Aspire V3-571G</li>
</ul>
<p> </p>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> ایسر مدل Aspire 5742 شامل 4<strong> ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ ایسر مدل Aspire 5742  می توانید با کارشناس های ما از طریق شماره ی 02166463720 در تماس باشید .</p>",1399-09-29 20:34:16,0000-00-00 00:00:00,1399-09-29 20:34:16,1420,IMAGEPATHKH/cf4d07138ccd7b2e00d844e525c2ae86.jpg,,,80,134,4400 میلی آمپر ساعت,,6,چهار ماهه نارین,
690,باتری لپ تاپ ایسر مدل Battery Orginal Acer Aspire 4710,باتری-لپ-تاپ-ایسر-مدل-battery-orginal-acer-aspire-4710,"<p><strong>باتری لپ تاپ ایسر مدل  Aspire 4710</strong> برای لپ تاپ های سری:</p>
<ul>
<li>Acer Aspire 2930</li>
<li>Acer Aspire 4230</li>
<li>Acer Aspire 4240</li>
<li>Acer Aspire 4330</li>
<li>Acer Aspire 4937</li>
<li>Acer Aspire 5542</li>
<li>Acer Aspire 7715Z</li>
<li>Acer Aspire 5738</li>
</ul>
<p> </p>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> ایسر مدل Aspire 4710 شامل 4<strong> ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ ایسر مدل Aspire 4710  می توانید با کارشناس های ما از طریق شماره ی 02166463720 در تماس باشید .</p>",1399-09-29 20:34:16,0000-00-00 00:00:00,1399-09-29 20:34:16,850,IMAGEPATHKH/8e7bd2cc5d4f67673f13afdbefce0937.jpg,,,80,135,4400 میلی آمپر ساعت,,6,چهار ماهه نارین,
724,باتری لپ تاپ ایسر مدل Battery Orginal Acer AS16A8K,باتری-لپ-تاپ-ایسر-مدل-battery-orginal-acer-as16a8k,"<p><strong>باتری لپ تاپ ایسر مدل  AS16A8K</strong> برای لپ تاپ های سری:</p>
<ul>
<li>Acer Aspire E5-575G</li>
<li>Acer Aspire E5-575T</li>
<li>Acer Aspire E5-575T-314W</li>
<li>Acer Aspire E5-575TG</li>
<li>Acer Aspire E5-575TG-38L1</li>
<li>Acer Aspire E5-575TG-55E8</li>
<li>Acer Aspire E5-774</li>
<li>Acer Aspire E5-774-50YC</li>
<li>Acer Aspire E5-774G</li>
<li>Acer Aspire E5-774G-37ZB</li>
<li>Acer Aspire E5-774G-518Y</li>
<li>Acer Aspire E5-774G-51F1</li>
<li>Acer Aspire E5-774G-51NM</li>
<li>Acer Aspire E5-774G-546G</li>
<li>Acer Aspire E5-774G-54MX</li>
<li>Acer Aspire E5-774G-54ZR</li>
<li>Acer Aspire E5-774G-553R</li>
<li>Acer Aspire E5-774G-554D</li>
<li>Acer Aspire E5-774G-55KT</li>
</ul>
<p> پارت نامبر : AS16A5K , AS16A8K</p>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> ایسر مدل AS16A8K شامل 4<strong> ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ ایسر مدل AS16A8K  می توانید با کارشناس های ما از طریق شماره ی 02166463720 در تماس باشید .</p>",6/2/2021 19:30,0000-00-00 00:00:00,6/3/2021 8:35,3334,IMAGEPATHKH/bf26253d7b8f171dddb155f84ce1d562.jpg,,,80,132,2800 میلی آمپر ساعت,14.6,4,چهار ماهه نارین,1150000
725,باتری لپ تاپ ایسر مدل Battery Orginal Acer AC14B18J,باتری-لپ-تاپ-ایسر-مدل-battery-orginal-acer-ac145b18g,"<p><strong>باتری لپ تاپ ایسر مدل  AC14B18J</strong> برای لپ تاپ های سری:</p>
<ul>
<li>Acer Aspire V3-111</li>
<li>Acer Aspire V3-111P</li>
<li>Acer Aspire V5-122</li>
<li>Acer Aspire V5-122P</li>
<li>Acer Aspire V5-132</li>
<li>Acer Aspire V5-132P</li>
<li>Acer Aspire E5-571</li>
<li>Acer Aspire ES1-571</li>
<li>Acer Aspire ES1-522</li>
<li>Acer Aspire E5-771</li>
<li>Acer Aspire ES1-131 </li>
<li>Acer Aspire ES1-311</li>
<li>Acer Aspire ES1-331 </li>
<li>Acer Aspire ES1-332 </li>
<li>Acer Aspire ES1-511 </li>
<li>Acer Aspire ES1-512 </li>
<li>Acer Aspire ES1-520 </li>
<li>Acer Aspire ES1-521</li>
<li>Acer Aspire ES1-522</li>
<li>Acer Aspire ES1-711 </li>
<li>Acer Aspire V3-371</li>
<li>Acer Aspire E5-731</li>
<li>Acer Aspire ES1-531 </li>
<li> Acer Aspire E5-721 </li>
<li>Acer Aspire ES1-731</li>
</ul>
<p>  </p>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> ایسر مدل AC14B18J شامل 4<strong> ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ ایسر مدل AC14B18J  می توانید با کارشناس های ما از طریق شماره ی 02166463720 در تماس باشید .</p>",0778-07-07 20:34:16,0000-00-00 00:00:00,6/3/2021 8:42,2092,IMAGEPATHKH/4c5025fc27e21ebeebad07703ddb77e0.jpg,,,80,131,3220 میلی آمپر ساعت,11.4,,چهار ماهه نارین,1230000
770,باتری لپ تاپ ایسر مدل (Battery Orginal Acer F5-573G(AS16B8J,باتری-لپ-تاپ-ایسر-مدل-battery-orginal-acer-f5-573g-as16b8j,"<p><strong>باتری لپ تاپ ایسر مدل AS16B8J</strong> برای لپ تاپ های سری:</p>
<ul>
<li> Acer Aspire E5-575G</li>
<li>Aspire E5-575G-75MD</li>
<li>Acpire E15 E5-575G-5341</li>
<li>E5-575G-53VG</li>
<li>Acer Aspire E15 F5-573G</li>
<li>E5-575-33BM</li>
<li>Aspire F5 F5-573G</li>
<li>Aspire F5-573-31TL</li>
<li>Aspire F5-573-57R7</li>
<li>Aspire F5-573G</li>
<li>Aspire F5-573T</li>
</ul>
<p>پارت نامبر:AS16B8J,AS16B5J</p>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> ایسر مدل AS16B8J شامل 4<strong> ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ ایسر مدل AS16B8J  می توانید با کارشناس های ما از طریق شماره ی 02166463720 در تماس باشید .</p>",0778-07-07 20:34:16,0000-00-00 00:00:00,6/3/2021 8:39,4152,IMAGEPATHKH/f9adbb275ff31ab154bc7deaace15fcf.jpg,,,80,133,5600 میلی آمپر ساعت,11.1v,6,چهار ماهه نارین,1230000
797,باتری لپ تاپ ایسر مدل (Battery Orginal Acer ES1-523(AP16M5J,باتری-لپ-تاپ-ایسر-مدل-battery-orginal-acer-es1-523-ap16m5j,"<div class=""inlinefaketitle"">
<p><strong>باتری لپ تاپ ایسر مدل (ES1-523(AP16M5J</strong> برای لپ تاپ های سری:</p>
<ul>
<li>Acer ES1-523</li>
<li>Acer ES1-732</li>
<li>Acer ES1-533</li>
<li>Acer ES1-532G</li>
<li>Acer A515-51</li>
<li>Acer A315-51</li>
<li>Acer Aspire 3 A314</li>
</ul>
<p>پارت نامبر : AP16M5J</p>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> ایسر مدل (ES1-523(AP16M5J شامل 4<strong> ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ ایسر مدل (ES1-523(AP16M5J  می توانید با کارشناس های ما از طریق شماره ی 02166463720 در تماس باشید .</p>
</div>",1399-09-29 20:34:16,0000-00-00 00:00:00,2/20/2021 11:09,1426,IMAGEPATHKH/5b74e738223d177a4030153c35f64896.jpg,,,80,136,37WH,7.7V,,چهار ماهه نارین,1240000
798,باتری لپ تاپ ایسر مدل Battery Orginal Acer AC14A8L,باتری-لپ-تاپ-ایسر-مدل-battery-orginal-acer-ac14a8l,"<p><strong>باتری لپ تاپ ایسر مدل  AC14A8L</strong> برای لپ تاپ های سری:</p>
<ul>
<li>Acer Aspire VN7-592G</li>
<li>Acer Aspire VN7-592</li>
<li>Acer Aspire VN7-571</li>
<li>Acer Aspire VN7-571G</li>
<li>Acer Aspire VN7-571G-58WW</li>
<li>Acer Aspire VN7-571G-58SN</li>
<li>Acer Aspire VN7-571G-56F1</li>
<li>Acer Aspire VN7-572</li>
<li>Acer Aspire VN7-572G</li>
<li>Acer Aspire VN7-591</li>
<li>Acer Aspire VN7-591G</li>
<li>Acer Aspire VN7-791</li>
<li>Acer Aspire VN7-791G</li>
<li>Acer Aspire VN7-792</li>
<li>Acer AspireVN7-792G</li>
<li>Acer V15 Nitro series</li>
</ul>
<p>پارت نامبر : <strong>AC14A8L</strong></p>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> ایسر مدل <strong>AC14A8L</strong> شامل 4<strong> ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ ایسر مدل <strong>AC14A8L</strong>  می توانید با کارشناس های ما از طریق شماره ی 02166463720 در تماس باشید .</p>",1399-12-01 20:34:16,0000-00-00 00:00:00,0778-08-06 20:34:16,1584,IMAGEPATHKH/9ec5addc67447038d196a2fc30522c2d.jpg,,,80,137,51WH,11.4V,,چهار ماهه نارین,1250000
829,باتری لپ تاپ ایسر مدل Battery Orginal Acer C731/AP16J8K,باتری-لپ-تاپ-ایسر-مدل-battery-orginal-acer-c731-ap16j8k,"<p><strong>باتری لپ تاپ ایسر مدل  C731/AP16J8K</strong> برای لپ تاپ های سری:</p>
<ul>
<li>Acer Chromebook C731</li>
<li>Acer Chromebook C731T</li>
<li>Acer Chromebook 11 N7 C731-C65D</li>
<li>Acer Chromebook 11 N7 C731T-C0YL</li>
<li>Acer Chromebook 11 N7 C731-C78G</li>
<li>Acer Chromebook 11 N7 C731T-COX8</li>
<li>Acer Chromebook 11 N7 C731-C388</li>
<li>Acer Chromebook 11 N7 C731-C8LF</li>
<li>Acer Chromebook 11 N7 C731T-C96J</li>
<li>Acer Chromebook 11 N7 C732T-C8VY</li>
</ul>
<p> پارت نامبر :  AP16J8K , AP16J5K</p>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> ایسر مدل C731/AP16J8K شامل 6<strong> ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ ایسر مدل C731/AP16J8K  می توانید با کارشناس های ما از طریق شماره ی 02166463720 در تماس باشید .</p>",0778-03-29 20:34:16,0000-00-00 00:00:00,0778-03-29 20:34:16,765,IMAGEPATHKH/5d231997759398fd54d0c1f438d55347.jpg,,,80,138,45Wh,11.1V,,شش ماهه نارین,1170000
830,باتری لپ تاپ ایسر مدل Battery Orginal Acer PT515/AP18JHQ,باتری-لپ-تاپ-ایسر-مدل-battery-orginal-acer-pt515-ap18jhq,"<div class=""inlinefaketitle"">
<p><strong>باتری لپ تاپ ایسر مدل PT515/AP18JHQ</strong> برای لپ تاپ های سری:</p>
<ul>
<li>Acer Predator Triton 500</li>
<li>Acer Predator Triton 500 PT515-51-70Z0</li>
<li>Acer PREDATOR TRITON 500 PT515-51-74V7</li>
<li>Acer Predator Triton 500 PT515-51-78R2</li>
<li>Acer PREDATOR TRITON 500 PT515-51-76VM</li>
<li>Acer A PREDATOR TRITON 500 PT515-51-734B</li>
<li>Acer Predator Triton 500 PT515-51-70BJ</li>
<li>Acer PREDATOR TRITON 500 PT515-51-71VV</li>
<li>Acer Predator Triton 500 PT515-51-765U</li>
<li>Acer PREDATOR TRITON 500 PT515-51-70PV</li>
</ul>
<p> پارت نامبر : AP18JHQ</p>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> ایسر مدل PT515/AP18JHQ شامل 4 <strong>ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ ایسر مدل PT515/AP18JHQ می توانید با کارشناس های ما از طریق شماره ی 02166463720 در تماس باشید .</p>
</div>",2/19/2021 20:30,0000-00-00 00:00:00,2/20/2021 11:11,786,IMAGEPATHKH/e8dcebfd55c9d5d7bbfc0a0f8263a6f3.jpg,,,80,139,84.36Wh,15.2V,,چهار ماهه نارین,1150000
